                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r22.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20231121"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                     360                                     1129                  7.6734629538739789E+006                  1.5687769924223285E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  4.7901783642699307E+000                  2.3707367157099829E-001                  7.8130635461359788E-008                  9.9999993883750016E-001                  9.9999940204919591E-001                  2.3707367157099829E-001                  7.8130635461359788E-008                  9.9999993883750016E-001                  9.9999940204919591E-001                  5.3751149891626362E+000                 -2.2455612299868818E+001                 -9.8999999999999986E+001                  5.3751149891626362E+000                  1.7977659251417875E+000                  5.3750000434654259E+000                 -2.2455612299868818E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.8652690494528474E+033                  1.6288078024181795E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4285517579250335E+000                  4.9097320119045076E+000                  1.1204156509666832E+000                  3.4982663210337477E+000                  0.0000000000000000E+000                  1.6525872769271995E+001                  8.8702377221264439E-001                  7.6318467937668286E+000                  1.0948050874785717E+000                  5.6682668078070497E-001                  2.8853540646091353E+000                  1.3365336136516515E-001                  8.4681891540505871E-001                  2.0345866148029415E-004                  1.2777425055283309E-003                  3.4468833607861444E-003                  9.3805276451495410E-003                  9.2941995373489306E+000                  1.0308665291194382E+001                                        8                                        5 
                                     365                                     1176                  7.6737937988625672E+006                  1.9646832226604525E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  4.7709058098186734E+000                  2.3707367157099773E-001                  7.8130634906248275E-008                  9.9999992524605574E-001                  9.9999921146594661E-001                  2.3707367157099773E-001                  7.8130634906248275E-008                  9.9999992524605574E-001                  9.9999921146594661E-001                  5.1013237627703543E+000                 -2.3300134569086715E+001                 -9.8999999999999986E+001                  5.1013237627703543E+000                  1.5944768399599851E+000                  5.1011885539601529E+000                 -2.3300134569086715E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.2670240741384112E+033                  1.5631118052437830E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4215569676559925E+000                  4.9575143399554138E+000                  1.1582963955302190E+000                  3.4225048319066760E+000                  0.0000000000000000E+000                  1.6451107291898690E+001                  8.2348934183580191E-001                  7.6163143651714735E+000                  1.0949634468070919E+000                  5.6677407315734729E-001                  2.8860160229433198E+000                  1.3354814622673233E-001                  8.4692180152493435E-001                  1.8857717163302970E-004                  1.2765352663071875E-003                  3.4468833607861444E-003                  9.3805276451495410E-003                  9.2936827473302408E+000                  1.0309169248183670E+001                                        8                                       10 
                                     370                                     1155                  7.6746170470645744E+006                  2.3605894528985765E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  4.7630934342327373E+000                  2.3707367157099751E-001                  7.8130634684203670E-008                  9.9999990712413001E-001                  9.9999891184676903E-001                  2.3707367157099751E-001                  7.8130634684203670E-008                  9.9999990712413001E-001                  9.9999891184676903E-001                  4.9784548846183840E+000                 -2.3687301732341218E+001                 -1.0235019852575359E+001                  4.9784548846183840E+000                  1.5696791764287048E+000                  4.9782854144209336E+000                 -2.3687301732341218E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.1623379024126957E+033                  1.5497812439225035E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4185910957768311E+000                  5.0191256886705471E+000                  1.1950338136461085E+000                  3.3490299956748970E+000                  0.0000000000000000E+000                  1.6409122030355000E+001                  7.8306883276485850E-001                  7.6095169565961349E+000                  1.0952266651664440E+000                  5.6668639478312532E-001                  2.8871143022085262E+000                  1.3337278947316791E-001                  8.4709598644471529E-001                  1.8007079435376072E-004                  1.2745679773187007E-003                  3.4468833607861444E-003                  9.3805276451495410E-003                  9.2928389617482754E+000                  1.0310005102120078E+001                                        8                                       10 
                                     375                                     1184                  7.6766655520305913E+006                  2.7564956831367007E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  4.8789820404793236E+000                  2.4280298613762219E-001                  7.8130634295625612E-008                  2.9464179960241366E-001                  2.6223971681116692E-001                  2.4280298613762219E-001                  7.8130634295625612E-008                  2.9464179960241366E-001                  2.6223971681116692E-001                  4.9762497987681851E+000                 -2.3786883120947177E+001                 -1.0837079843903322E+001                  4.9762497987681851E+000                  1.6563288588878267E+000                  4.9760418447366588E+000                 -2.3786883120947177E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.6371116583667008E+033                  1.6261920137643545E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4383717272611412E+000                  5.0252810682312790E+000                  1.1585502404578549E+000                  3.4219971420514042E+000                  0.0000000000000000E+000                  1.6386407093668897E+001                  7.5180306730641522E-001                  7.6082619157960050E+000                  1.0874787815345237E+000                  5.6928920854183607E-001                  2.8549489263151244E+000                  1.3857841663604645E-001                  8.4188287964928010E-001                  1.7920782206699303E-004                  1.3332458990418814E-003                  3.4468833607861444E-003                  9.3805276451495410E-003                  9.2908919638946603E+000                  1.0311929297516475E+001                                        8                                       10 
                                     380                                     1127                  7.6795976341368984E+006                  2.8274853743968400E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  5.8009209255340961E+000                  2.9000229213485368E-001                  7.8130633907047553E-008                  9.9999995016370402E-001                  9.9999945190502615E-001                  2.9000229213485368E-001                  7.8130633907047553E-008                  9.9999995016370402E-001                  9.9999945190502615E-001                  4.9662301966444744E+000                 -2.4654916843914989E+001                 -9.8999999999999986E+001                  4.9662301966444744E+000                  1.7057658398334774E+000                  4.9659917236607578E+000                 -2.4654916843914989E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.5716816553326642E+033                  1.7746495231224203E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4581360511645443E+000                  5.0132156647592510E+000                  1.1129888909150345E+000                  3.5131198411370450E+000                  0.0000000000000000E+000                  1.6357839665927980E+001                  6.9829104346386484E-001                  7.5944348970098838E+000                  9.7198800713715217E-001                  6.1300666856824593E-001                  2.4049294721782752E+000                  2.2601333361445894E-001                  7.5431778605996991E-001                  1.6435813193845249E-004                  2.3547854142060998E-003                  3.4468833607861444E-003                  9.3805276451495410E-003                  9.2882663101494742E+000                  1.0314262297226138E+001                                        8                                       10 
                                     385                                     1097                  7.6856001448329492E+006                  3.2233916046349642E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  6.9171037816286285E+000                  3.4543365353363376E-001                  7.8130633740514099E-008                  4.8052656650308440E-001                  3.6966307623656453E-001                  3.4543365353363376E-001                  7.8130633740514099E-008                  4.8052656650308440E-001                  3.6966307623656453E-001                  4.9681459001274657E+000                 -2.4636622181982087E+001                 -9.8999999999999986E+001                  4.9681459001274657E+000                  1.3946535780733131E+000                  4.9680299289748566E+000                 -2.4636622181982087E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8654393234725707E+033                  1.8171323693343205E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4749400017324712E+000                  4.9696609694400378E+000                  1.0576036421195723E+000                  3.6238903387279695E+000                  0.0000000000000000E+000                  1.6348672965480365E+001                  6.8475702392538396E-001                  7.5950121061478306E+000                  9.7289177065092636E-001                  6.1262425708137280E-001                  2.4082498698674053E+000                  2.2524851352731667E-001                  7.5508385540247114E-001                  1.5868806495117132E-004                  2.3373005605138771E-003                  3.4468833607861444E-003                  9.3805276451495410E-003                  9.2825753978513159E+000                  1.0319932635842553E+001                                        8                                        5 
                                     390                                     1080                  7.7005363122481462E+006                  3.6192978348730880E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  6.9114287835438359E+000                  3.4499241978184070E-001                  7.8130633185402587E-008                  4.8741315908649435E-001                  3.6965675857776997E-001                  3.4499241978184070E-001                  7.8130633185402587E-008                  4.8741315908649435E-001                  3.6965675857776997E-001                  4.9644789730494594E+000                 -2.4633975224686392E+001                 -9.8999999999999986E+001                  4.9644789730494594E+000                  1.2870542770477096E+000                  4.9643876868224126E+000                 -2.4633975224686392E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8461626753961109E+033                  1.8081448985350655E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4752366433697439E+000                  4.9639635852253283E+000                  1.0541616667376723E+000                  3.6307742894917694E+000                  0.0000000000000000E+000                  1.6347394879958880E+001                  6.8401093084289022E-001                  7.5950299622209503E+000                  9.7525239515011453E-001                  6.1162850875407593E-001                  2.4169354794647382E+000                  2.2325701709787557E-001                  7.5708095039705670E-001                  1.5877538723669006E-004                  2.2926338727395084E-003                  3.4468833607861444E-003                  9.3805276451495410E-003                  9.2686937221440289E+000                  1.0333827476184396E+001                                        8                                       10 
                                     395                                     1104                  7.7377022763507301E+006                  4.0152040651112122E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  6.8858357819511449E+000                  3.4396264323351833E-001                  7.8130633407447192E-008                  4.8741315908649457E-001                  3.6965403946796904E-001                  3.4396264323351833E-001                  7.8130633407447192E-008                  4.8741315908649457E-001                  3.6965403946796904E-001                  4.9667704587116308E+000                 -2.4592934607014051E+001                 -9.8999999999999986E+001                  4.9667704587116308E+000                  1.1579155163458328E+000                  4.9667030116410089E+000                 -2.4592934607014051E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8237338720235875E+033                  1.7829183169680322E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4737051390740401E+000                  4.9662588112547708E+000                  1.0583722883438016E+000                  3.6223530462795108E+000                  0.0000000000000000E+000                  1.6347626290274267E+001                  6.8538544097179444E-001                  7.5956704211867070E+000                  9.8123567544209978E-001                  6.0912616684636522E-001                  2.4390422913324254E+000                  2.1825233330856766E-001                  7.6209932438302208E-001                  1.6040162883795934E-004                  2.1852812483364693E-003                  3.4468833607861444E-003                  9.3805276451495410E-003                  9.2340495772682232E+000                  1.0368509136801682E+001                                        8                                       10 
                                     400                                     1094                  7.8301830881464723E+006                  4.4111102953493360E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  6.8193911359045218E+000                  3.4047475255519349E-001                  7.8130633462958343E-008                  4.8741315908649480E-001                  3.6965126139449428E-001                  3.4047475255519349E-001                  7.8130633462958343E-008                  4.8741315908649480E-001                  3.6965126139449428E-001                  4.9725683935242753E+000                 -2.4483068931290536E+001                 -9.8999999999999986E+001                  4.9725683935242753E+000                  9.8169356885416903E-001                  4.9725240396395538E+000                 -2.4483068931290536E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.7638540570894759E+033                  1.4679961197762740E+034                  1.4700356338544950E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.7288605962291372E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4697682713245062E+000                  4.9720598452563562E+000                  1.0691465408436622E+000                  3.6008045412797900E+000                  0.0000000000000000E+000                  1.6348685990947001E+001                  6.8927118284579481E-001                  7.5974067831794034E+000                  9.9671013557903310E-001                  6.0279408369331478E-001                  2.4968375077351688E+000                  2.0558816706345756E-001                  7.7479458485090580E-001                  1.6424563110731608E-004                  1.9416542662774199E-003                  3.4468833607861444E-003                  9.3805276451495410E-003                  9.1469794627123395E+000                  1.0455682580146135E+001                                        8                                       10 
                                     405                                     1089                  8.0603049417540533E+006                  4.8070165255874597E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  6.6274114389624241E+000                  3.3080811903283841E-001                  7.8130633462958343E-008                  4.9014524995633252E-001                  3.6964856569305160E-001                  3.3080811903283841E-001                  7.8130633462958343E-008                  4.9014524995633252E-001                  3.6964856569305160E-001                  4.9874682593980904E+000                 -2.4156658378760305E+001                 -9.8999999999999986E+001                  4.9874682593980904E+000                  7.6245143544254601E-001                  4.9874423903515703E+000                 -2.4156658378760305E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.5822443774169296E+033                  1.4117969383102500E+034                  1.4700252468495421E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.6276531364561800E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4590641583124135E+000                  4.9869634299058996E+000                  1.0980065591926200E+000                  3.5430845045818740E+000                  0.0000000000000000E+000                  1.6354646918322800E+001                  7.0217682692497907E-001                  7.6027095161730855E+000                  1.0394448357271266E+000                  5.8628834504375416E-001                  2.6612471524169057E+000                  1.7257668989254585E-001                  8.0786862026352158E-001                  1.7296144661863635E-004                  1.4528124970312549E-003                  3.4468833607861444E-003                  9.3805276451495410E-003                  8.9247094207168498E+000                  1.0678220410356937E+001                                        8                                       10 
                                     410                                     1057                  8.4439697840119768E+006                  4.8204957267280193E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  6.2156764115787020E+000                  3.1020834533709823E-001                  7.8130633573980646E-008                  4.9745582602737753E-001                  3.6964551059071366E-001                  3.1020834533709823E-001                  7.8130633573980646E-008                  4.9745582602737753E-001                  3.6964551059071366E-001                  5.0138214085504709E+000                 -2.3377580554478865E+001                 -1.0536049848239340E+001                  5.0138214085504709E+000                  4.7804513915797853E-001                  5.0138087607686339E+000                 -2.3377580554478865E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.2272204757829957E+033                  1.3757633624029020E+034                  1.4700144332413074E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.5238239305468763E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4377222896389528E+000                  5.0133344968183398E+000                  1.1538758299957608E+000                  3.4313459629755925E+000                  0.0000000000000000E+000                  1.6379936837999047E+001                  7.3818248325273461E-001                  7.6159733520758293E+000                  1.1284114900714439E+000                  5.5594090573529065E-001                  3.0279115853776197E+000                  1.1188181141323426E-001                  8.6863598603008030E-001                  1.8700045443687714E-004                  8.9163617890918848E-004                  3.4468833607861444E-003                  9.3805276451495410E-003                  8.5354104246552449E+000                  1.1067875669571549E+001                                        8                                       10 
                                     415                                     1080                  8.7406233680132516E+006                  4.7349114883642853E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  5.8354591280983072E+000                  2.9161667957026877E-001                  7.8130634018069856E-008                  5.0369202096196730E-001                  3.6964277548898195E-001                  2.9161667957026877E-001                  7.8130634018069856E-008                  5.0369202096196730E-001                  3.6964277548898195E-001                  5.0358233744429723E+000                 -2.2341225968859515E+001                 -1.0536049848239340E+001                  5.0358233744429732E+000                  2.3577350732131860E-001                  5.0358164920750559E+000                 -2.2341225968859515E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.9009856937847503E+033                  1.3733986354280695E+034                  1.4700032406607814E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.4913380533671644E+034                  6.0701165698366752E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4188042405058825E+000                  5.0354966983197107E+000                  1.2027930290125879E+000                  3.3335115649419382E+000                  0.0000000000000000E+000                  1.6430575555240928E+001                  7.9278541377337319E-001                  7.6346042239765985E+000                  1.2190263773784964E+000                  5.2958711408017445E-001                  3.4395029950936231E+000                  5.9174228150125428E-002                  9.2138250293870549E-001                  2.0103648480051633E-004                  5.9888285289661381E-004                  3.4468833607861444E-003                  9.3805276451495410E-003                  8.2176330083601083E+000                  1.1385842067274574E+001                                        8                                       10 
                                     420                                     1053                  8.9200447715058550E+006                  4.3864225869139357E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  5.5428361002645596E+000                  2.7623499648878425E-001                  7.8130633407447192E-008                  5.0503433782697416E-001                  3.6963995306810066E-001                  2.7623499648878425E-001                  7.8130633407447192E-008                  5.0503433782697416E-001                  3.6963995306810066E-001                  5.0504376224968848E+000                 -2.1021224038197495E+001                 -9.8999999999999986E+001                  5.0504376224968848E+000                  1.6866376777041509E-001                  5.0504319206794515E+000                 -2.1021224038197495E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7080000123021796E+033                  1.4239221141534911E+034                  1.4699916109900191E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.5168530635034520E+034                  6.0701165698366655E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4113603868231097E+000                  5.0509337226480584E+000                  1.2253992485423064E+000                  3.2882991258825016E+000                  0.0000000000000000E+000                  1.6514920830349698E+001                  8.6832996247771110E-001                  7.6596242538975234E+000                  1.2880969027856257E+000                  5.1199006010829073E-001                  3.7828772583847590E+000                  2.3980120215617320E-002                  9.5659640482413444E-001                  2.1718713203733474E-004                  4.6206566406443289E-004                  3.4468833607861444E-003                  9.3805276451495410E-003                  8.0174974273459920E+000                  1.1586065812018305E+001                                        8                                       10 
                                     425                                     1067                  8.9904291881293487E+006                  3.9611560596152731E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  5.4002859192866248E+000                  2.6932722247257596E-001                  7.8130633129891436E-008                  5.0369202096196708E-001                  3.6963728399672713E-001                  2.6932722247257596E-001                  7.8130633129891436E-008                  5.0369202096196708E-001                  3.6963728399672713E-001                  5.0563135891313529E+000                 -1.9747692020803910E+001                 -9.8999999999999986E+001                  5.0563135891313529E+000                  3.2322347144243474E-001                  5.0563055594519009E+000                 -1.9747692020803910E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.6642543121111490E+033                  1.5862097338167165E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  6.0701165698366584E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4169155855452340E+000                  5.0593996136017250E+000                  1.2185217965748929E+000                  3.3020540298173282E+000                  0.0000000000000000E+000                  1.6609872042728842E+001                  9.4518195394568660E-001                  7.6849105420965698E+000                  1.3191467809284578E+000                  5.0467984277556366E-001                  3.9465493268294560E+000                  9.3596855510405755E-003                  9.7122560111550038E-001                  2.3285090437320070E-004                  4.1285770059806088E-004                  3.4468833607861444E-003                  9.3805276451495410E-003                  7.9372485197043225E+000                  1.1666351108538242E+001                                        8                                       10 
                                     430                                     1079                  9.0169875548880566E+006                  3.5445124793737648E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  5.3062460903926052E+000                  2.6423950048867073E-001                  7.8130632963357982E-008                  4.9897961705091143E-001                  3.6963427693023576E-001                  2.6423950048867073E-001                  7.8130632963357982E-008                  4.9897961705091143E-001                  3.6963427693023576E-001                  5.0559159273208687E+000                 -1.8557396733875084E+001                 -1.0536049848239340E+001                  5.0559159273208687E+000                  5.5890821984975636E-001                  5.0559020985519929E+000                 -1.8557396733875084E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.6827441561325939E+033                  1.6762421055895953E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  6.0701165698366566E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4274158299163515E+000                  5.0656954341282159E+000                  1.2006692180959013E+000                  3.3377591867753114E+000                  0.0000000000000000E+000                  1.6706385325420555E+001                  1.0203275412972106E+000                  7.7094622054253037E+000                  1.3315465498119503E+000                  5.0185561538997914E-001                  4.0136335260253384E+000                  3.7112307799500649E-003                  9.7687896873495828E-001                  2.4803016943321469E-004                  3.9379393561873318E-004                  3.4468833607861444E-003                  9.3805276451495410E-003                  7.9067891955040812E+000                  1.1696830391671201E+001                                        8                                       10 
                                     435                                     1096                  9.0273999503974356E+006                  3.1464530297087450E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  5.1909477949147789E+000                  2.5792082683360379E-001                  7.8130632796824528E-008                  4.9490985883103011E-001                  3.6963162562382812E-001                  2.5792082683360379E-001                  7.8130632796824528E-008                  4.9490985883103011E-001                  3.6963162562382812E-001                  5.0470062519370744E+000                 -1.7449202541784757E+001                 -1.0536049848239340E+001                  5.0470062519370744E+000                  8.0626853238478757E-001                  5.0469813025967927E+000                 -1.7449202541784757E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.6701573697197225E+033                  1.7652779541964503E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  6.0701165698366522E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4380840712755090E+000                  5.0721638593251059E+000                  1.1825669479760328E+000                  3.3739637270150484E+000                  0.0000000000000000E+000                  1.6801592004772942E+001                  1.0938716137557289E+000                  7.7330868002758706E+000                  1.3364648770165470E+000                  5.0074976083629652E-001                  4.0405203862843084E+000                  1.4995216725921295E-003                  9.7909410223871007E-001                  2.6261965394232809E-004                  3.8585141065603754E-004                  3.4468833607861444E-003                  9.3805276451495410E-003                  7.8949701811027397E+000                  1.1708663736634556E+001                                        8                                       10 
                                     440                                     1106                  9.0316597019710541E+006                  2.7681556502868889E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  5.0072514793916314E+000                  2.5016265129876059E-001                  7.8130632963357982E-008                  4.9014524995633296E-001                  3.6962878835577612E-001                  2.5016265129876059E-001                  7.8130632963357982E-008                  4.9014524995633296E-001                  3.6962878835577612E-001                  5.0233716025194504E+000                 -1.6448975764204963E+001                 -9.8999999999999986E+001                  5.0233716025194504E+000                  1.0319364332912229E+000                  5.0233273058279444E+000                 -1.6448975764204963E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5615119104135617E+033                  1.8475519131649204E+034                  2.0219908156130220E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.0482837959557568E+034                  6.0701165698366566E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4466973093078215E+000                  5.0790534324515759E+000                  1.1687852584746414E+000                  3.4015271060178311E+000                  0.0000000000000000E+000                  1.6891851503003753E+001                  1.1640757435572455E+000                  7.7550377422714183E+000                  1.3384288992888838E+000                  5.0031030605135662E-001                  4.0512999864671579E+000                  6.2061210271324003E-004                  9.7997564851703056E-001                  2.7587414388523913E-004                  3.8243039640133169E-004                  3.4468833607861444E-003                  9.3805276451495410E-003                  7.8903113826216469E+000                  1.1713333982734445E+001                                        8                                       10 
                                     445                                     1122                  9.0335127664855774E+006                  2.4243240476520707E+000                  2.0000000000000000E+001                  3.4599535906024649E+001                 -9.8999999999999986E+001                  4.7430994817984775E+000                  2.3707367157099557E-001                  7.8130632741313377E-008                  4.8877920452141382E-001                  3.6962648220964983E-001                  2.3707367157099557E-001                  7.8130632741313377E-008                  4.8877920452141382E-001                  3.6962648220964983E-001                  4.9799331481495912E+000                 -1.5600611959777433E+001                 -9.8999999999999986E+001                  4.9799331481495912E+000                  1.2160443813287511E+000                  4.9798583427500906E+000                 -1.5600611959777433E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.3091537499177404E+033                  1.9112548054392879E+034                  2.0168804970439631E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.1229136324642435E+034                  6.0701165698366522E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4527754896476575E+000                  5.0853569475953835E+000                  1.1597806553668735E+000                  3.4195363122333671E+000                  0.0000000000000000E+000                  1.6971833589038177E+001                  1.2270811614190773E+000                  7.7741219235181376E+000                  1.3392207256027961E+000                  5.0013340434612485E-001                  4.0556517178997193E+000                  2.6680869224957011E-004                  9.8033144495492497E-001                  2.8671339573754995E-004                  3.8093851276108581E-004                  3.4468833607861444E-003                  9.3805276451495410E-003                  7.8884387529851931E+000                  1.1715215409652744E+001                                        8                                       10 
